source_id,label,target_id
Episode:Mums_and_Dads,HAS_RECAP_PART,Recap:Episode:Mums_and_Dads_1
Episode:Mums_and_Dads,HAS_RECAP_PART,Recap:Episode:Mums_and_Dads_2
Episode:Mums_and_Dads,HAS_RECAP_PART,Recap:Episode:Mums_and_Dads_3
Episode:Mums_and_Dads,HAS_RECAP_PART,Recap:Episode:Mums_and_Dads_4
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_0
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_1
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_2
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_3
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_4
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_5
Episode:Hide_and_Seek,HAS_RECAP_PART,Recap:Episode:Hide_and_Seek_6
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_0
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_1
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_2
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_3
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_4
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_5
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_6
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_7
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_8
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_9
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_10
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_11
Episode:Camping,HAS_RECAP_PART,Recap:Episode:Camping_12
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_0
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_1
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_2
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_3
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_4
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_5
Episode:Mount_Mumandad,HAS_RECAP_PART,Recap:Episode:Mount_Mumandad_6
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_0
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_1
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_2
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_3
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_4
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_5
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_6
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_7
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_8
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_9
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_10
Episode:Kids,HAS_RECAP_PART,Recap:Episode:Kids_11
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_0
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_1
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_2
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_3
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_4
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_5
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_6
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_7
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_8
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_9
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_10
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_11
Episode:Chickenrat,HAS_RECAP_PART,Recap:Episode:Chickenrat_12
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_0
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_1
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_2
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_3
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_4
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_5
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_6
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_7
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_8
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_9
Episode:Neighbours,HAS_RECAP_PART,Recap:Episode:Neighbours_10
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_0
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_1
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_2
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_3
Episode:Teasing,HAS_RECAP_PART,Recap:Episode:Teasing_4
